contestantId,team_name,id,eventId,typeId,periodId,timeMin,timeSec,playerName,playerId,outcome,x,y,timeStamp,lastModified,assist,qualifier,match_id,label,date,15,17,18,20,22,23,24,25,26,29,56,61,63,64,72,73,74,75,76,78,79,80,81,82,83,84,85,100,102,103,108,136,138,146,147,154,214,215,230,231,233,273,321,322,323,326,327,328,338,374,375,395,396,458,sequenceId,possessionId,keyPass,140,141,318,210,6,9,107,60,68,77,87,120,133,139,153,160,275,280,281,282,300,324,391,472,16,21,137,353,390,468,65,71,89,86,114,121,254,62,101,216,217,274
ajtb177oqwawkdwbqhldmq6mx,B 93,2720841521,712,13,2,75,13,M. Wohlgemuth,e8vt8711wb40afht2v13omket,1,71.0,65.2,2024-09-15T13:35:51.286,2024-09-15T13:37:57,1.0,"{""id"": 5213788261, ""qualifierId"": 22}",6dsjjr8usp19dal8k9h95j190,Esbjerg vs B 93,2024-09-15,NaN,NaN,true,true,true,NaN,NaN,NaN,NaN,true,Center,,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,true,,,NaN,56.1,13.9,NaN,,,NaN,NaN,NaN,NaN,true,98.2,50.7,NaN,,0.018190978094935417,0.0,NaN,1,2,NaN,NaN,NaN,NaN,,,NaN,,,,,,,,,NaN,,,,NaN,,,NaN,,NaN,NaN,,NaN,NaN,NaN,,NaN,,NaN,NaN,,,NaN,NaN,,NaN,NaN,NaN,,,,,,,,,
ajtb177oqwawkdwbqhldmq6mx,B 93,2720843881,729,13,2,77,13,J. Voldby,5mmgppapbchmcj9zdtyw0w5xw,1,79.5,39.8,2024-09-15T13:37:51.381,2024-09-15T13:39:04,1.0,"{""id"": 5213800893, ""qualifierId"": 22}",6dsjjr8usp19dal8k9h95j190,Esbjerg vs B 93,2024-09-15,NaN,NaN,true,NaN,true,NaN,NaN,NaN,NaN,true,Center,,NaN,,true,true,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,60.3,23.6,NaN,,,NaN,NaN,true,NaN,NaN,97.5,49.5,NaN,,0.05387432500720024,0.0,NaN,2,2,NaN,NaN,NaN,NaN,,,NaN,,,,,,,,,NaN,,,,NaN,,,NaN,,NaN,NaN,,NaN,NaN,NaN,,NaN,,NaN,NaN,,,NaN,NaN,,NaN,NaN,NaN,,,,,,,,,
f1h34qp5zbfl489q8vnkhiq9s,Esbjerg,2720860279,734,15,2,94,33,P. Bjur,6m4anciafmzc24s44xszymbc9,1,86.6,40.3,2024-09-15T13:55:11.363,2024-09-15T14:12:33,1.0,"{""id"": 5213890421, ""qualifierId"": 56, ""value"": ""Center""}",6dsjjr8usp19dal8k9h95j190,Esbjerg vs B 93,2024-09-15,NaN,true,NaN,NaN,NaN,true,NaN,NaN,NaN,true,Center,,NaN,,true,NaN,NaN,,NaN,true,NaN,NaN,NaN,NaN,NaN,,,NaN,51.3,15.8,NaN,,,98.0,48.7,NaN,NaN,NaN,NaN,NaN,908,,0.148257315158844,0.10990020632743835,NaN,2,2,NaN,NaN,NaN,NaN,,,NaN,,,,,,,,,NaN,,,,NaN,,,NaN,,NaN,NaN,,NaN,NaN,NaN,,true,,NaN,NaN,,,NaN,NaN,,NaN,NaN,NaN,,,,,,,,,
f1h34qp5zbfl489q8vnkhiq9s,Esbjerg,2720860657,736,15,2,95,11,T. Stagaard,c7buy99bjqmkmno8w5t0189d6,1,41.3,90.8,2024-09-15T13:55:48.796,2024-09-15T14:17:54,NaN,"{""id"": 5213900455, ""qualifierId"": 321, ""value"": ""0.0287433173507452""}",6dsjjr8usp19dal8k9h95j190,Esbjerg vs B 93,2024-09-15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,Back,,NaN,,true,NaN,NaN,,NaN,NaN,true,NaN,NaN,NaN,NaN,,,NaN,48.7,28.5,NaN,,,90.8,50.7,NaN,NaN,NaN,NaN,NaN,912,,0.0287433173507452,0.07281940430402756,NaN,1,2,NaN,NaN,NaN,NaN,,,true,,,,,,,,,NaN,,,,NaN,,,NaN,,NaN,NaN,,NaN,NaN,NaN,,NaN,,NaN,NaN,,,NaN,NaN,,NaN,true,NaN,,,,,,,,,
ajtb177oqwawkdwbqhldmq6mx,B 93,2720845313,743,15,2,78,35,O. Jakobsen,egnjbmbxkceiygmp2jty4b47o,1,73.9,58.8,2024-09-15T13:39:13.349,2024-09-15T13:40:39,1.0,"{""id"": 5213810777, ""qualifierId"": 146, ""value"": ""82.4""}",6dsjjr8usp19dal8k9h95j190,Esbjerg vs B 93,2024-09-15,NaN,NaN,true,NaN,true,NaN,NaN,NaN,NaN,true,Center,,NaN,,true,NaN,NaN,,NaN,true,NaN,NaN,NaN,true,NaN,,,NaN,51.2,19,NaN,,,82.4,56.3,true,NaN,NaN,98.9,51.6,617,,0.011014776304364204,0.0,NaN,3,2,true,NaN,NaN,NaN,,,NaN,,,,,,,,,NaN,,,,NaN,,,NaN,,NaN,NaN,,NaN,NaN,NaN,,NaN,,NaN,NaN,,,NaN,NaN,,NaN,NaN,NaN,,,,,,,,,
ajtb177oqwawkdwbqhldmq6mx,B 93,2720853003,820,15,2,85,36,J. Voldby,5mmgppapbchmcj9zdtyw0w5xw,1,84.4,61.8,2024-09-15T13:46:14.447,2024-09-15T13:47:23,1.0,"{""id"": 5213851587, ""qualifierId"": 154}",6dsjjr8usp19dal8k9h95j190,Esbjerg vs B 93,2024-09-15,NaN,true,NaN,true,NaN,NaN,NaN,true,NaN,true,Center,,NaN,,NaN,NaN,NaN,,NaN,true,NaN,NaN,NaN,NaN,NaN,,,NaN,49.1,9.5,NaN,,,97.5,50.9,true,NaN,NaN,NaN,NaN,654,,0.05127672106027603,0.02802656963467598,NaN,2,2,NaN,NaN,NaN,NaN,,,NaN,,,,,,,,,NaN,,,,NaN,,,NaN,,NaN,NaN,,NaN,NaN,NaN,,NaN,,NaN,NaN,,,NaN,NaN,,NaN,NaN,NaN,,,,,,,,,
ajtb177oqwawkdwbqhldmq6mx,B 93,2720858175,875,16,2,91,44,N. Thomsen,4a0jmv6qmwn01iuqp1mhnyzth,1,92.0,43.1,2024-09-15T13:52:22.473,2024-09-15T13:54:27,1.0,"{""id"": 5213881703, ""qualifierId"": 231, ""value"": ""47.7""}",6dsjjr8usp19dal8k9h95j190,Esbjerg vs B 93,2024-09-15,true,true,NaN,NaN,NaN,NaN,NaN,true,NaN,true,Center,,NaN,,NaN,NaN,NaN,,true,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,52.9,15.8,NaN,,,NaN,NaN,true,NaN,NaN,98.6,47.7,NaN,,0.045149076730012894,0.4681127071380615,NaN,3,2,true,NaN,2024-09-15 14:52:21.896,91:44.204,,,NaN,,,,,,,,,NaN,,,,NaN,,,NaN,,NaN,NaN,,NaN,NaN,NaN,,NaN,,NaN,NaN,,,NaN,NaN,,NaN,NaN,NaN,,,,,,,,,
ajtb177oqwawkdwbqhldmq6mx,B 93,2720861267,927,15,2,96,11,E. Christensen,8xe0fufxfgf5cuwgysz3r2j85,1,87.4,62.2,2024-09-15T13:56:49.557,2024-09-15T14:14:09,1.0,"{""id"": 5213974267, ""qualifierId"": 102, ""value"": ""53.1""}",6dsjjr8usp19dal8k9h95j190,Esbjerg vs B 93,2024-09-15,true,true,NaN,NaN,true,NaN,NaN,NaN,NaN,true,Center,,NaN,,NaN,NaN,NaN,,true,NaN,NaN,NaN,NaN,true,NaN,,,NaN,53.1,19,NaN,,,89.8,60.5,true,NaN,NaN,99.3,52.0,743,,0.013537184335291386,0.0,NaN,3,2,true,NaN,NaN,NaN,,,NaN,,,,,,,,,NaN,,,,NaN,,,NaN,,NaN,NaN,,NaN,NaN,NaN,,NaN,,NaN,NaN,,,NaN,NaN,,NaN,NaN,NaN,,,,,,,,,
ajtb177oqwawkdwbqhldmq6mx,B 93,2720861353,929,15,2,96,20,F. Isaki,86mx27krl6c613x6e3t9g3cic,1,87.5,54.8,2024-09-15T13:56:58.600,2024-09-15T14:15:05,NaN,"{""id"": 5213980131, ""qualifierId"": 78}",6dsjjr8usp19dal8k9h95j190,Esbjerg vs B 93,2024-09-15,NaN,true,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,Center,,NaN,,true,NaN,NaN,,NaN,true,NaN,NaN,NaN,true,NaN,,,NaN,49.0,19,true,,,89.7,53.8,NaN,NaN,NaN,99.1,50.5,746,,0.05759664252400398,0.0,NaN,3,2,true,NaN,NaN,NaN,,,true,,,,,,,,,NaN,,,,NaN,,,NaN,,NaN,NaN,,NaN,NaN,NaN,,NaN,,NaN,NaN,,,NaN,NaN,,NaN,NaN,NaN,,,,,,,,,
ajtb177oqwawkdwbqhldmq6mx,B 93,2720875997,939,15,2,96,18,A. Bredahl,ct7z1lwc3kc5oblzcewgipzl6,1,89.7,52.4,2024-09-15T13:56:55.905,2024-09-15T14:14:43,1.0,"{""id"": 5213976813, ""qualifierId"": 22}",6dsjjr8usp19dal8k9h95j190,Esbjerg vs B 93,2024-09-15,true,true,NaN,NaN,true,NaN,NaN,NaN,NaN,true,Center,,NaN,,NaN,NaN,NaN,,NaN,true,NaN,NaN,NaN,true,NaN,,,NaN,49.7,19,NaN,,,92.0,51.8,true,NaN,NaN,99.3,49.6,745,,0.04222569614648819,0.0,NaN,3,2,true,NaN,NaN,NaN,,,NaN,,,,,,,,,NaN,,,,NaN,,,NaN,,NaN,NaN,,NaN,NaN,NaN,,NaN,,NaN,NaN,,,NaN,NaN,,NaN,NaN,NaN,,,,,,,,,
dbl7ir1qugqz8nvp1vzn8im50,OB,2702053365,17,13,1,1,18,B. Paulsen,dqtarwrqvkopmzbt2ovp2dln9,1,95.7,41.0,2024-07-20T14:03:44.914,2024-07-20T14:04:58,1.0,"{""id"": 5110288399, ""qualifierId"": 60}",5vjn0dtuqrd9fmnqncz9uxn9w,Esbjerg vs OB,2024-07-20,NaN,NaN,NaN,true,NaN,,true,NaN,NaN,true,Center,,NaN,NaN,NaN,NaN,,true,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,39.8,5.6,NaN,,,NaN,NaN,true,true,NaN,99.3,47.7,NaN,,0.14433224499225616,NaN,,3,1,true,,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,true,NaN,,,NaN,,,NaN,NaN,,,,,,,NaN,,NaN,,,,,NaN,,,NaN,NaN,NaN,NaN,,,,,,
dbl7ir1qugqz8nvp1vzn8im50,OB,2702053453,22,13,1,1,39,W. Martin,15jhbyn4wsbd865fd9djcwaok,1,78.1,58.9,2024-07-20T14:04:05.587,2024-07-22T14:30:12,1.0,"{""id"": 5110289115, ""qualifierId"": 230, ""value"": ""98.6""}",5vjn0dtuqrd9fmnqncz9uxn9w,Esbjerg vs OB,2024-07-20,NaN,NaN,true,NaN,true,,NaN,NaN,NaN,true,Center,,NaN,NaN,true,NaN,,true,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,40.5,2.8,NaN,,,NaN,NaN,NaN,NaN,true,98.6,52.3,NaN,,0.04752464219927788,NaN,,2,2,NaN,,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,NaN,NaN,,,NaN,,,NaN,NaN,,,,,,,NaN,,NaN,,,,,NaN,,,NaN,NaN,NaN,NaN,,,,,,
f1h34qp5zbfl489q8vnkhiq9s,Esbjerg,2702054297,43,15,1,4,10,N. Strunck,auv81snxkpk2ybxzi8giy5azt,1,76.5,61.1,2024-07-20T14:06:36.382,2024-07-22T14:30:06,NaN,"{""id"": 5110293171, ""qualifierId"": 22}",5vjn0dtuqrd9fmnqncz9uxn9w,Esbjerg vs OB,2024-07-20,NaN,NaN,true,true,true,,NaN,NaN,NaN,NaN,Center,,NaN,NaN,NaN,NaN,,NaN,true,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,54.1,4.4,NaN,,,99.0,50.5,NaN,NaN,true,NaN,NaN,53,,0.04107305407524109,0.2897,,1,2,NaN,,NaN,NaN,NaN,NaN,true,,,,,,,,,,,NaN,NaN,,,NaN,,,NaN,NaN,,,,,,,NaN,,NaN,,,,,NaN,,,NaN,NaN,NaN,NaN,,,,,,
dbl7ir1qugqz8nvp1vzn8im50,OB,2702056969,125,15,1,11,1,L. Kjerrumgaard,axyrfq1u8nwcj2ss5498u8qhg,1,88.9,53.6,2024-07-20T14:13:27.752,2024-07-22T15:30:01,1.0,"{""id"": 5110307453, ""qualifierId"": 327, ""value"": ""1""}",5vjn0dtuqrd9fmnqncz9uxn9w,Esbjerg vs OB,2024-07-20,true,true,NaN,NaN,true,,NaN,NaN,NaN,true,Center,,NaN,NaN,NaN,NaN,,NaN,NaN,true,,NaN,NaN,NaN,NaN,NaN,,NaN,49.7,13.9,NaN,,,97.2,50.9,true,true,NaN,NaN,NaN,95,,0.09610741585493088,0.1705,,2,1,true,,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,NaN,NaN,,,NaN,,,NaN,NaN,,,,,,,NaN,,NaN,,,,,NaN,,,NaN,NaN,NaN,NaN,,,,,,
dbl7ir1qugqz8nvp1vzn8im50,OB,2702059153,170,16,1,16,24,L. Deedson,5wmik73cqursg7sv3w14ue5pm,1,90.1,50.9,2024-07-20T14:18:50.103,2024-07-22T15:29:32,1.0,"{""id"": 5110320733, ""qualifierId"": 375, ""value"": ""16:23.408""}",5vjn0dtuqrd9fmnqncz9uxn9w,Esbjerg vs OB,2024-07-20,NaN,true,NaN,NaN,true,,NaN,NaN,NaN,true,Center,,NaN,NaN,true,NaN,,NaN,NaN,NaN,,true,NaN,NaN,NaN,NaN,,NaN,46.1,5.1,NaN,,,NaN,NaN,true,true,NaN,92.3,63,NaN,,0.1442861258983612,0.8909,,3,2,true,,2024-07-20 15:18:49.478,16:23.408,7.7,37.2,NaN,,,,,,,,,,,NaN,NaN,,,NaN,,,NaN,NaN,,,,,,,NaN,,NaN,,,,,2702059147,,,NaN,NaN,NaN,NaN,,,,,,
f1h34qp5zbfl489q8vnkhiq9s,Esbjerg,2702060065,172,15,1,18,35,T. Stagaard,c7buy99bjqmkmno8w5t0189d6,1,90.5,59.3,2024-07-20T14:21:01.379,2024-07-22T15:29:48,1.0,"{""id"": 5110325413, ""qualifierId"": 102, ""value"": ""51.8""}",5vjn0dtuqrd9fmnqncz9uxn9w,Esbjerg vs OB,2024-07-20,NaN,true,NaN,NaN,NaN,,NaN,NaN,NaN,true,Center,,NaN,NaN,true,NaN,,NaN,NaN,true,,NaN,NaN,true,NaN,NaN,,NaN,51.8,9.7,NaN,,,92.0,59.2,NaN,NaN,NaN,99.4,51.3,214,,0.07347482442855835,NaN,,3,3,NaN,,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,NaN,NaN,,,NaN,,,NaN,true,,,,,,,true,,NaN,,,,,NaN,,,NaN,NaN,true,NaN,,,,,,
f1h34qp5zbfl489q8vnkhiq9s,Esbjerg,2702064911,276,13,1,31,22,E. Sørensen,9xxdec5pv5plas9ve4ehs4nop,1,92.0,45.4,2024-07-20T14:33:48.707,2024-07-22T15:29:35,1.0,"{""id"": 5110350661, ""qualifierId"": 17}",5vjn0dtuqrd9fmnqncz9uxn9w,Esbjerg vs OB,2024-07-20,NaN,true,NaN,true,true,,NaN,NaN,NaN,true,Center,,NaN,NaN,NaN,true,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,95.8,22.2,true,,,96.4,77.4,true,NaN,NaN,99.9,49.6,NaN,,0.2621036171913147,NaN,,2,1,true,,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,NaN,NaN,,,NaN,,,true,NaN,,,,,,,true,,NaN,,,,,NaN,,,NaN,NaN,NaN,NaN,,,,,,
dbl7ir1qugqz8nvp1vzn8im50,OB,2702065139,308,15,1,32,4,L. Deedson,5wmik73cqursg7sv3w14ue5pm,1,80.1,26.7,2024-07-20T14:34:31.200,2024-07-20T14:35:40,1.0,"{""id"": 5110351955, ""qualifierId"": 321, ""value"": ""0.012535903602838516""}",5vjn0dtuqrd9fmnqncz9uxn9w,Esbjerg vs OB,2024-07-20,NaN,NaN,true,NaN,true,,NaN,NaN,NaN,true,Center,,NaN,NaN,true,NaN,,NaN,true,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,51.9,13.3,NaN,,,98.1,49.1,NaN,NaN,true,NaN,NaN,280,,0.012535903602838516,0.0679,,3,2,NaN,,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,NaN,NaN,,,NaN,,,NaN,NaN,,,,,,,NaN,,NaN,,,,,NaN,,,NaN,NaN,NaN,NaN,,,,,,
f1h34qp5zbfl489q8vnkhiq9s,Esbjerg,2702067377,331,13,1,37,21,E. Sørensen,9xxdec5pv5plas9ve4ehs4nop,1,74.4,68.0,2024-07-20T14:39:47.167,2024-07-20T14:41:31,1.0,"{""id"": 5110364283, ""qualifierId"": 29}",5vjn0dtuqrd9fmnqncz9uxn9w,Esbjerg vs OB,2024-07-20,NaN,NaN,true,true,true,,NaN,NaN,NaN,true,Center,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,true,NaN,NaN,NaN,,NaN,37.0,68.1,NaN,,,NaN,NaN,NaN,NaN,true,99.7,50.5,NaN,,0.01646498590707779,NaN,,2,2,NaN,,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,NaN,NaN,,,true,,,NaN,NaN,,,,,,,NaN,,NaN,,,,,NaN,,,NaN,NaN,NaN,NaN,,,,,,
f1h34qp5zbfl489q8vnkhiq9s,Esbjerg,2702068301,345,13,1,39,32,A. Lausen,ate1ymumg2iwzn8uyyf3ts222,1,72.9,49.3,2024-07-20T14:41:58.515,2024-07-22T15:29:37,NaN,"{""id"": 5110368991, ""qualifierId"": 26}",5vjn0dtuqrd9fmnqncz9uxn9w,Esbjerg vs OB,2024-07-20,NaN,NaN,true,true,NaN,,NaN,NaN,true,NaN,Center,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,true,,NaN,42.5,1.4,NaN,,,NaN,NaN,NaN,NaN,NaN,99.1,50.7,NaN,,0.04803859069943428,NaN,,1,3,NaN,,NaN,NaN,NaN,NaN,true,,,,,,,,,,,NaN,NaN,,,NaN,,,NaN,NaN,,,,,,,NaN,,NaN,,,,,NaN,,,NaN,NaN,NaN,NaN,,,,,,
dbl7ir1qugqz8nvp1vzn8im50,OB,2702068877,374,15,1,41,0,J. Bonde,e9o7q10wnhex4e8eo47mobbvt,1,93.6,46.2,2024-07-20T14:43:26.925,2024-07-22T15:29:53,1.0,"{""id"": 5110373841, ""qualifierId"": 82}",5vjn0dtuqrd9fmnqncz9uxn9w,Esbjerg vs OB,2024-07-20,NaN,true,NaN,NaN,NaN,,NaN,true,NaN,true,Center,,NaN,NaN,true,NaN,,NaN,NaN,NaN,,true,NaN,true,NaN,NaN,,true,46.2,19,NaN,,,95.4,46.2,true,NaN,NaN,99.1,46.8,349,,0.15534467995166779,NaN,,3,3,true,,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,NaN,NaN,,,NaN,,,NaN,NaN,,,,,,,NaN,,NaN,,,,,NaN,,,NaN,NaN,NaN,NaN,,,,,,
dbl7ir1qugqz8nvp1vzn8im50,OB,2702068985,380,13,1,41,14,W. Martin,15jhbyn4wsbd865fd9djcwaok,1,76.7,62.3,2024-07-20T14:43:40.573,2024-07-20T14:44:50,1.0,"{""id"": 5110373321, ""qualifierId"": 231, ""value"": ""51.8""}",5vjn0dtuqrd9fmnqncz9uxn9w,Esbjerg vs OB,2024-07-20,NaN,NaN,true,NaN,NaN,,NaN,true,NaN,true,Center,,NaN,NaN,true,NaN,,NaN,NaN,NaN,,NaN,true,NaN,NaN,NaN,,NaN,40.3,68.1,NaN,,,NaN,NaN,NaN,NaN,true,98.2,51.8,NaN,,0.021961094811558723,NaN,,1,3,true,,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,NaN,NaN,,,NaN,,,NaN,NaN,,,,,,,NaN,,NaN,,,,,NaN,,,NaN,NaN,NaN,true,,,,,,
f1h34qp5zbfl489q8vnkhiq9s,Esbjerg,2702081101,527,16,2,58,39,E. Holten,dkuinrikn3htd1kilcsce2bit,1,93.0,51.7,2024-07-20T15:19:35.492,2024-07-22T15:29:34,1.0,"{""id"": 5110441509, ""qualifierId"": 102, ""value"": ""53.8""}",5vjn0dtuqrd9fmnqncz9uxn9w,Esbjerg vs OB,2024-07-20,NaN,true,NaN,true,true,,NaN,NaN,NaN,true,Center,,NaN,NaN,NaN,NaN,,NaN,true,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,53.8,7.6,NaN,,,NaN,NaN,true,true,NaN,95.8,50.7,NaN,,0.4458383023738861,0.9548,,3,1,NaN,,2024-07-20 16:19:35.046,58:38.593,5.0,49.1,NaN,,,,,,,,,,,NaN,NaN,,,NaN,,,NaN,NaN,,,,,,,NaN,,NaN,,,,,NaN,,,true,NaN,NaN,NaN,,,,,,
f1h34qp5zbfl489q8vnkhiq9s,Esbjerg,2702082035,538,15,2,60,38,E. Sørensen,9xxdec5pv5plas9ve4ehs4nop,1,81.6,28.9,2024-07-20T15:21:35.393,2024-07-22T15:29:31,NaN,"{""id"": 5110444671, ""qualifierId"": 215}",5vjn0dtuqrd9fmnqncz9uxn9w,Esbjerg vs OB,2024-07-20,NaN,NaN,true,true,true,,NaN,NaN,NaN,NaN,Center,,NaN,NaN,NaN,NaN,,NaN,true,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,53.3,7.6,NaN,,,94.2,41.3,NaN,NaN,true,NaN,NaN,579,,0.03900681436061859,0.2756,,2,2,NaN,,NaN,NaN,NaN,NaN,true,,,,,,,,,,,NaN,NaN,,,NaN,,,NaN,NaN,,,,,,,NaN,,NaN,,,,,NaN,,,NaN,NaN,true,NaN,,,,,,
dbl7ir1qugqz8nvp1vzn8im50,OB,2702079329,539,15,2,55,1,L. Owusu,e42jh6bbwn4aybdnysonrvutx,1,87.5,30.3,2024-07-20T15:15:57.771,2024-07-22T15:29:51,1.0,"{""id"": 5114577281, ""qualifierId"": 76}",5vjn0dtuqrd9fmnqncz9uxn9w,Esbjerg vs OB,2024-07-20,NaN,NaN,NaN,true,true,,NaN,NaN,NaN,true,Center,,true,NaN,NaN,NaN,,NaN,true,NaN,,NaN,NaN,true,NaN,NaN,,NaN,53.3,19,NaN,,,89.3,33.6,NaN,NaN,NaN,99.1,46.0,505,,0.027295410633087158,NaN,,3,2,NaN,,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,NaN,NaN,,,NaN,,,NaN,NaN,,,,,,,NaN,,NaN,,,,,NaN,,,NaN,NaN,NaN,NaN,,,,,,
dbl7ir1qugqz8nvp1vzn8im50,OB,2702079625,548,13,2,55,23,W. Martin,15jhbyn4wsbd865fd9djcwaok,1,86.8,66.0,2024-07-20T15:16:20.428,2024-07-22T15:29:50,1.0,"{""id"": 5110431255, ""qualifierId"": 230, ""value"": ""99.0""}",5vjn0dtuqrd9fmnqncz9uxn9w,Esbjerg vs OB,2024-07-20,NaN,NaN,NaN,true,true,,NaN,NaN,NaN,true,Center,,NaN,true,NaN,NaN,,NaN,NaN,NaN,,NaN,true,NaN,NaN,NaN,,NaN,36.5,61.1,NaN,,,NaN,NaN,NaN,NaN,true,99.0,54.2,NaN,,0.03898578882217407,NaN,,3,2,NaN,,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,NaN,NaN,,,NaN,,,NaN,NaN,,,,,,,NaN,,NaN,,,,,NaN,,,NaN,NaN,NaN,NaN,,,,,,
dbl7ir1qugqz8nvp1vzn8im50,OB,2702082201,587,15,2,61,7,L. Kjerrumgaard,axyrfq1u8nwcj2ss5498u8qhg,1,73.3,45.0,2024-07-20T15:22:03.751,2024-07-20T15:25:03,1.0,"{""id"": 5110450265, ""qualifierId"": 76}",5vjn0dtuqrd9fmnqncz9uxn9w,Esbjerg vs OB,2024-07-20,NaN,NaN,true,NaN,true,,NaN,NaN,NaN,true,Center,,NaN,NaN,true,NaN,,NaN,true,NaN,,NaN,NaN,true,NaN,NaN,,NaN,53.3,19,NaN,,,83.6,48.2,NaN,NaN,true,98.5,47.7,539,,0.025952281430363655,NaN,,2,2,NaN,,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,NaN,NaN,,,NaN,,,NaN,NaN,,,,,,,NaN,,NaN,,,,,NaN,,,NaN,NaN,NaN,NaN,,,,,,
dbl7ir1qugqz8nvp1vzn8im50,OB,2702085055,650,15,2,68,1,J. Bonde,e9o7q10wnhex4e8eo47mobbvt,1,92.5,55.0,2024-07-20T15:28:57.605,2024-07-20T15:31:14,1.0,"{""id"": 5110464599, ""qualifierId"": 231, ""value"": ""51.8""}",5vjn0dtuqrd9fmnqncz9uxn9w,Esbjerg vs OB,2024-07-20,true,true,NaN,NaN,NaN,,true,NaN,NaN,true,Center,,NaN,NaN,NaN,NaN,,NaN,NaN,true,,NaN,NaN,true,NaN,NaN,,NaN,51.6,19,NaN,,,94.0,54.3,true,NaN,NaN,99.0,51.8,587,,0.07889809459447861,NaN,,3,2,true,,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,NaN,NaN,,,NaN,,,NaN,NaN,,,,,,,NaN,,NaN,,,,,NaN,,,NaN,NaN,NaN,NaN,,,,,,
dbl7ir1qugqz8nvp1vzn8im50,OB,2702085061,652,13,2,68,3,J. Gomez,ev2s21ogvpjtata4fndi868ve,1,92.4,34.4,2024-07-20T15:28:59.836,2024-07-20T15:30:34,1.0,"{""id"": 5110462357, ""qualifierId"": 20}",5vjn0dtuqrd9fmnqncz9uxn9w,Esbjerg vs OB,2024-07-20,NaN,NaN,NaN,true,NaN,,true,NaN,NaN,true,Center,,true,NaN,NaN,NaN,,true,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,39.7,1.4,NaN,,,NaN,NaN,NaN,NaN,NaN,98.6,46.8,NaN,,0.054523419588804245,NaN,,2,2,true,,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,NaN,NaN,,,NaN,,,NaN,NaN,,,,,,,true,,NaN,,,,,NaN,,,NaN,NaN,NaN,NaN,,,,,,
f1h34qp5zbfl489q8vnkhiq9s,Esbjerg,2702092435,682,15,2,82,37,B. Hvidt,4yyiv4t6irqpeayug5qgvmkmh,1,69.4,86.9,2024-07-20T15:43:33.948,2024-07-20T15:48:18,NaN,"{""id"": 5110507251, ""qualifierId"": 147, ""value"": ""49.6""}",5vjn0dtuqrd9fmnqncz9uxn9w,Esbjerg vs OB,2024-07-20,NaN,NaN,NaN,true,NaN,,NaN,NaN,true,NaN,Left,,NaN,NaN,NaN,NaN,,NaN,true,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,54.3,0.6,NaN,,,99.0,49.6,NaN,NaN,NaN,NaN,NaN,757,,0.035221491008996964,0.3065,,1,2,NaN,,NaN,NaN,NaN,NaN,true,,,,,,,,,,,NaN,true,,,NaN,,,NaN,NaN,,,,,,,NaN,,NaN,,,,,NaN,,,NaN,NaN,NaN,NaN,,,,,,
