type,overall.away,overall.home,overall.middle,interval_type,interval,away,home,middle,label,match_id,league_name,country,date,home_team,away_team
ballPossession,52.3,47.7,NaN,15,0-15,55.6,44.4,NaN,Horsens vs Aarhus Fremad,btk54zcps9pizk65pevt2pzis,1_Division,DNK,2025-07-19,Horsens,Aarhus Fremad
ballPossession,52.3,47.7,NaN,15,16-30,42.9,57.1,NaN,Horsens vs Aarhus Fremad,btk54zcps9pizk65pevt2pzis,1_Division,DNK,2025-07-19,Horsens,Aarhus Fremad
ballPossession,52.3,47.7,NaN,15,31-45,41.2,58.8,NaN,Horsens vs Aarhus Fremad,btk54zcps9pizk65pevt2pzis,1_Division,DNK,2025-07-19,Horsens,Aarhus Fremad
ballPossession,52.3,47.7,NaN,15,46-60,49.7,50.3,NaN,Horsens vs Aarhus Fremad,btk54zcps9pizk65pevt2pzis,1_Division,DNK,2025-07-19,Horsens,Aarhus Fremad
ballPossession,52.3,47.7,NaN,15,61-75,57.4,42.6,NaN,Horsens vs Aarhus Fremad,btk54zcps9pizk65pevt2pzis,1_Division,DNK,2025-07-19,Horsens,Aarhus Fremad
ballPossession,52.3,47.7,NaN,15,76-90,66.9,33.1,NaN,Horsens vs Aarhus Fremad,btk54zcps9pizk65pevt2pzis,1_Division,DNK,2025-07-19,Horsens,Aarhus Fremad
ballPossession,52.3,47.7,NaN,45,0-45,47.3,52.7,NaN,Horsens vs Aarhus Fremad,btk54zcps9pizk65pevt2pzis,1_Division,DNK,2025-07-19,Horsens,Aarhus Fremad
ballPossession,52.3,47.7,NaN,45,46-90,57.4,42.6,NaN,Horsens vs Aarhus Fremad,btk54zcps9pizk65pevt2pzis,1_Division,DNK,2025-07-19,Horsens,Aarhus Fremad
territorial,46.2,53.8,NaN,5,0-5,81.6,18.4,NaN,Horsens vs Aarhus Fremad,btk54zcps9pizk65pevt2pzis,1_Division,DNK,2025-07-19,Horsens,Aarhus Fremad
territorial,46.2,53.8,NaN,5,6-10,34.2,65.8,NaN,Horsens vs Aarhus Fremad,btk54zcps9pizk65pevt2pzis,1_Division,DNK,2025-07-19,Horsens,Aarhus Fremad
territorial,46.2,53.8,NaN,5,11-15,44.9,55.1,NaN,Horsens vs Aarhus Fremad,btk54zcps9pizk65pevt2pzis,1_Division,DNK,2025-07-19,Horsens,Aarhus Fremad
territorial,46.2,53.8,NaN,5,16-20,84.6,15.4,NaN,Horsens vs Aarhus Fremad,btk54zcps9pizk65pevt2pzis,1_Division,DNK,2025-07-19,Horsens,Aarhus Fremad
territorial,46.2,53.8,NaN,5,21-25,54.2,45.8,NaN,Horsens vs Aarhus Fremad,btk54zcps9pizk65pevt2pzis,1_Division,DNK,2025-07-19,Horsens,Aarhus Fremad
territorial,46.2,53.8,NaN,5,26-30,51.0,49.0,NaN,Horsens vs Aarhus Fremad,btk54zcps9pizk65pevt2pzis,1_Division,DNK,2025-07-19,Horsens,Aarhus Fremad
territorial,46.2,53.8,NaN,5,31-35,46.3,53.7,NaN,Horsens vs Aarhus Fremad,btk54zcps9pizk65pevt2pzis,1_Division,DNK,2025-07-19,Horsens,Aarhus Fremad
territorial,46.2,53.8,NaN,5,36-40,50.0,50.0,NaN,Horsens vs Aarhus Fremad,btk54zcps9pizk65pevt2pzis,1_Division,DNK,2025-07-19,Horsens,Aarhus Fremad
territorial,46.2,53.8,NaN,5,41-45,51.4,48.6,NaN,Horsens vs Aarhus Fremad,btk54zcps9pizk65pevt2pzis,1_Division,DNK,2025-07-19,Horsens,Aarhus Fremad
territorial,46.2,53.8,NaN,5,46-50,46.4,53.6,NaN,Horsens vs Aarhus Fremad,btk54zcps9pizk65pevt2pzis,1_Division,DNK,2025-07-19,Horsens,Aarhus Fremad
territorial,46.2,53.8,NaN,5,51-55,52.1,47.9,NaN,Horsens vs Aarhus Fremad,btk54zcps9pizk65pevt2pzis,1_Division,DNK,2025-07-19,Horsens,Aarhus Fremad
territorial,46.2,53.8,NaN,5,56-60,26.9,73.1,NaN,Horsens vs Aarhus Fremad,btk54zcps9pizk65pevt2pzis,1_Division,DNK,2025-07-19,Horsens,Aarhus Fremad
territorial,46.2,53.8,NaN,5,61-65,31.7,68.3,NaN,Horsens vs Aarhus Fremad,btk54zcps9pizk65pevt2pzis,1_Division,DNK,2025-07-19,Horsens,Aarhus Fremad
territorial,46.2,53.8,NaN,5,66-70,65.4,34.6,NaN,Horsens vs Aarhus Fremad,btk54zcps9pizk65pevt2pzis,1_Division,DNK,2025-07-19,Horsens,Aarhus Fremad
territorial,46.2,53.8,NaN,5,71-75,38.2,61.8,NaN,Horsens vs Aarhus Fremad,btk54zcps9pizk65pevt2pzis,1_Division,DNK,2025-07-19,Horsens,Aarhus Fremad
territorial,46.2,53.8,NaN,5,76-80,14.8,85.2,NaN,Horsens vs Aarhus Fremad,btk54zcps9pizk65pevt2pzis,1_Division,DNK,2025-07-19,Horsens,Aarhus Fremad
territorial,46.2,53.8,NaN,5,81-85,48.6,51.4,NaN,Horsens vs Aarhus Fremad,btk54zcps9pizk65pevt2pzis,1_Division,DNK,2025-07-19,Horsens,Aarhus Fremad
territorial,46.2,53.8,NaN,5,86-90,41.7,58.3,NaN,Horsens vs Aarhus Fremad,btk54zcps9pizk65pevt2pzis,1_Division,DNK,2025-07-19,Horsens,Aarhus Fremad
territorial,46.2,53.8,NaN,15,0-15,48.3,51.7,NaN,Horsens vs Aarhus Fremad,btk54zcps9pizk65pevt2pzis,1_Division,DNK,2025-07-19,Horsens,Aarhus Fremad
territorial,46.2,53.8,NaN,15,16-30,63.4,36.6,NaN,Horsens vs Aarhus Fremad,btk54zcps9pizk65pevt2pzis,1_Division,DNK,2025-07-19,Horsens,Aarhus Fremad
territorial,46.2,53.8,NaN,15,31-45,49.7,50.3,NaN,Horsens vs Aarhus Fremad,btk54zcps9pizk65pevt2pzis,1_Division,DNK,2025-07-19,Horsens,Aarhus Fremad
territorial,46.2,53.8,NaN,15,46-60,40.4,59.6,NaN,Horsens vs Aarhus Fremad,btk54zcps9pizk65pevt2pzis,1_Division,DNK,2025-07-19,Horsens,Aarhus Fremad
territorial,46.2,53.8,NaN,15,61-75,40.4,59.6,NaN,Horsens vs Aarhus Fremad,btk54zcps9pizk65pevt2pzis,1_Division,DNK,2025-07-19,Horsens,Aarhus Fremad
territorial,46.2,53.8,NaN,15,76-90,38.2,61.8,NaN,Horsens vs Aarhus Fremad,btk54zcps9pizk65pevt2pzis,1_Division,DNK,2025-07-19,Horsens,Aarhus Fremad
territorial,46.2,53.8,NaN,45,0-45,52.5,47.5,NaN,Horsens vs Aarhus Fremad,btk54zcps9pizk65pevt2pzis,1_Division,DNK,2025-07-19,Horsens,Aarhus Fremad
territorial,46.2,53.8,NaN,45,46-90,39.7,60.3,NaN,Horsens vs Aarhus Fremad,btk54zcps9pizk65pevt2pzis,1_Division,DNK,2025-07-19,Horsens,Aarhus Fremad
territorialThird,28.5,23.3,48.2,5,0-5,7.9,39.5,52.6,Horsens vs Aarhus Fremad,btk54zcps9pizk65pevt2pzis,1_Division,DNK,2025-07-19,Horsens,Aarhus Fremad
territorialThird,28.5,23.3,48.2,5,6-10,47.9,20.5,31.6,Horsens vs Aarhus Fremad,btk54zcps9pizk65pevt2pzis,1_Division,DNK,2025-07-19,Horsens,Aarhus Fremad
territorialThird,28.5,23.3,48.2,5,11-15,24.6,21.7,53.7,Horsens vs Aarhus Fremad,btk54zcps9pizk65pevt2pzis,1_Division,DNK,2025-07-19,Horsens,Aarhus Fremad
territorialThird,28.5,23.3,48.2,5,16-20,0.0,59.0,41.0,Horsens vs Aarhus Fremad,btk54zcps9pizk65pevt2pzis,1_Division,DNK,2025-07-19,Horsens,Aarhus Fremad
territorialThird,28.5,23.3,48.2,5,21-25,25.0,33.3,41.7,Horsens vs Aarhus Fremad,btk54zcps9pizk65pevt2pzis,1_Division,DNK,2025-07-19,Horsens,Aarhus Fremad
territorialThird,28.5,23.3,48.2,5,26-30,20.4,16.3,63.3,Horsens vs Aarhus Fremad,btk54zcps9pizk65pevt2pzis,1_Division,DNK,2025-07-19,Horsens,Aarhus Fremad
territorialThird,28.5,23.3,48.2,5,31-35,41.5,22.0,36.5,Horsens vs Aarhus Fremad,btk54zcps9pizk65pevt2pzis,1_Division,DNK,2025-07-19,Horsens,Aarhus Fremad
territorialThird,28.5,23.3,48.2,5,36-40,30.8,23.1,46.1,Horsens vs Aarhus Fremad,btk54zcps9pizk65pevt2pzis,1_Division,DNK,2025-07-19,Horsens,Aarhus Fremad
territorialThird,28.5,23.3,48.2,5,41-45,20.8,26.4,52.8,Horsens vs Aarhus Fremad,btk54zcps9pizk65pevt2pzis,1_Division,DNK,2025-07-19,Horsens,Aarhus Fremad
territorialThird,28.5,23.3,48.2,5,46-50,33.9,26.8,39.3,Horsens vs Aarhus Fremad,btk54zcps9pizk65pevt2pzis,1_Division,DNK,2025-07-19,Horsens,Aarhus Fremad
territorialThird,28.5,23.3,48.2,5,51-55,20.8,16.7,62.5,Horsens vs Aarhus Fremad,btk54zcps9pizk65pevt2pzis,1_Division,DNK,2025-07-19,Horsens,Aarhus Fremad
territorialThird,28.5,23.3,48.2,5,56-60,31.3,10.4,58.3,Horsens vs Aarhus Fremad,btk54zcps9pizk65pevt2pzis,1_Division,DNK,2025-07-19,Horsens,Aarhus Fremad
territorialThird,28.5,23.3,48.2,5,61-65,40.0,11.7,48.3,Horsens vs Aarhus Fremad,btk54zcps9pizk65pevt2pzis,1_Division,DNK,2025-07-19,Horsens,Aarhus Fremad
territorialThird,28.5,23.3,48.2,5,66-70,23.1,46.2,30.7,Horsens vs Aarhus Fremad,btk54zcps9pizk65pevt2pzis,1_Division,DNK,2025-07-19,Horsens,Aarhus Fremad
territorialThird,28.5,23.3,48.2,5,71-75,20.0,25.5,54.5,Horsens vs Aarhus Fremad,btk54zcps9pizk65pevt2pzis,1_Division,DNK,2025-07-19,Horsens,Aarhus Fremad
territorialThird,28.5,23.3,48.2,5,76-80,66.7,7.4,25.9,Horsens vs Aarhus Fremad,btk54zcps9pizk65pevt2pzis,1_Division,DNK,2025-07-19,Horsens,Aarhus Fremad
territorialThird,28.5,23.3,48.2,5,81-85,8.1,18.9,73.0,Horsens vs Aarhus Fremad,btk54zcps9pizk65pevt2pzis,1_Division,DNK,2025-07-19,Horsens,Aarhus Fremad
territorialThird,28.5,23.3,48.2,5,86-90,37.5,20.8,41.7,Horsens vs Aarhus Fremad,btk54zcps9pizk65pevt2pzis,1_Division,DNK,2025-07-19,Horsens,Aarhus Fremad
territorialThird,28.5,23.3,48.2,15,0-15,30.6,25.0,44.4,Horsens vs Aarhus Fremad,btk54zcps9pizk65pevt2pzis,1_Division,DNK,2025-07-19,Horsens,Aarhus Fremad
territorialThird,28.5,23.3,48.2,15,16-30,14.3,34.8,50.9,Horsens vs Aarhus Fremad,btk54zcps9pizk65pevt2pzis,1_Division,DNK,2025-07-19,Horsens,Aarhus Fremad
territorialThird,28.5,23.3,48.2,15,31-45,29.1,24.2,46.7,Horsens vs Aarhus Fremad,btk54zcps9pizk65pevt2pzis,1_Division,DNK,2025-07-19,Horsens,Aarhus Fremad
territorialThird,28.5,23.3,48.2,15,46-60,29.2,17.5,53.3,Horsens vs Aarhus Fremad,btk54zcps9pizk65pevt2pzis,1_Division,DNK,2025-07-19,Horsens,Aarhus Fremad
territorialThird,28.5,23.3,48.2,15,61-75,29.1,23.4,47.5,Horsens vs Aarhus Fremad,btk54zcps9pizk65pevt2pzis,1_Division,DNK,2025-07-19,Horsens,Aarhus Fremad
territorialThird,28.5,23.3,48.2,15,76-90,35.3,17.6,47.1,Horsens vs Aarhus Fremad,btk54zcps9pizk65pevt2pzis,1_Division,DNK,2025-07-19,Horsens,Aarhus Fremad
territorialThird,28.5,23.3,48.2,45,0-45,26.0,27.1,46.9,Horsens vs Aarhus Fremad,btk54zcps9pizk65pevt2pzis,1_Division,DNK,2025-07-19,Horsens,Aarhus Fremad
territorialThird,28.5,23.3,48.2,45,46-90,31.0,19.4,49.6,Horsens vs Aarhus Fremad,btk54zcps9pizk65pevt2pzis,1_Division,DNK,2025-07-19,Horsens,Aarhus Fremad
ballPossession,50.3,49.7,NaN,5,0-5,71.4,28.6,NaN,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
ballPossession,50.3,49.7,NaN,5,6-10,45.5,54.5,NaN,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
ballPossession,50.3,49.7,NaN,5,11-15,38.3,61.7,NaN,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
ballPossession,50.3,49.7,NaN,5,16-20,33.3,66.7,NaN,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
ballPossession,50.3,49.7,NaN,5,21-25,44.6,55.4,NaN,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
ballPossession,50.3,49.7,NaN,5,26-30,33.3,66.7,NaN,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
ballPossession,50.3,49.7,NaN,5,31-35,58.3,41.7,NaN,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
ballPossession,50.3,49.7,NaN,5,36-40,76.9,23.1,NaN,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
ballPossession,50.3,49.7,NaN,5,41-45,44.3,55.7,NaN,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
ballPossession,50.3,49.7,NaN,5,46-50,51.1,48.9,NaN,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
ballPossession,50.3,49.7,NaN,5,51-55,89.2,10.8,NaN,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
ballPossession,50.3,49.7,NaN,5,56-60,47.5,52.5,NaN,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
ballPossession,50.3,49.7,NaN,5,61-65,26.8,73.2,NaN,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
ballPossession,50.3,49.7,NaN,5,66-70,35.9,64.1,NaN,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
ballPossession,50.3,49.7,NaN,5,71-75,26.9,73.1,NaN,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
ballPossession,50.3,49.7,NaN,5,76-80,53.1,46.9,NaN,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
ballPossession,50.3,49.7,NaN,5,81-85,39.3,60.7,NaN,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
ballPossession,50.3,49.7,NaN,5,86-90,50.0,50.0,NaN,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
ballPossession,50.3,49.7,NaN,15,0-15,53.3,46.7,NaN,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
ballPossession,50.3,49.7,NaN,15,16-30,38.1,61.9,NaN,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
ballPossession,50.3,49.7,NaN,15,31-45,59.6,40.4,NaN,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
ballPossession,50.3,49.7,NaN,15,46-60,66.7,33.3,NaN,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
ballPossession,50.3,49.7,NaN,15,61-75,29.5,70.5,NaN,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
ballPossession,50.3,49.7,NaN,15,76-90,48.9,51.1,NaN,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
ballPossession,50.3,49.7,NaN,45,0-45,51.3,48.7,NaN,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
ballPossession,50.3,49.7,NaN,45,46-90,49.2,50.8,NaN,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
territorial,57.1,42.9,NaN,5,0-5,42.9,57.1,NaN,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
territorial,57.1,42.9,NaN,5,6-10,60.0,40.0,NaN,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
territorial,57.1,42.9,NaN,5,11-15,29.8,70.2,NaN,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
territorial,57.1,42.9,NaN,5,16-20,56.4,43.6,NaN,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
territorial,57.1,42.9,NaN,5,21-25,55.4,44.6,NaN,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
territorial,57.1,42.9,NaN,5,26-30,33.3,66.7,NaN,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
territorial,57.1,42.9,NaN,5,31-35,41.7,58.3,NaN,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
territorial,57.1,42.9,NaN,5,36-40,56.9,43.1,NaN,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
territorial,57.1,42.9,NaN,5,41-45,58.6,41.4,NaN,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
territorial,57.1,42.9,NaN,5,46-50,55.6,44.4,NaN,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
territorial,57.1,42.9,NaN,5,51-55,67.7,32.3,NaN,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
territorial,57.1,42.9,NaN,5,56-60,82.5,17.5,NaN,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
territorial,57.1,42.9,NaN,5,61-65,75.6,24.4,NaN,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
territorial,57.1,42.9,NaN,5,66-70,66.7,33.3,NaN,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
territorial,57.1,42.9,NaN,5,71-75,71.2,28.8,NaN,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
territorial,57.1,42.9,NaN,5,76-80,63.3,36.7,NaN,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
territorial,57.1,42.9,NaN,5,81-85,39.3,60.7,NaN,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
territorial,57.1,42.9,NaN,5,86-90,61.7,38.3,NaN,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
territorial,57.1,42.9,NaN,15,0-15,44.8,55.2,NaN,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
territorial,57.1,42.9,NaN,15,16-30,49.3,50.7,NaN,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
territorial,57.1,42.9,NaN,15,31-45,54.4,45.6,NaN,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
territorial,57.1,42.9,NaN,15,46-60,68.0,32.0,NaN,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
territorial,57.1,42.9,NaN,15,61-75,71.2,28.8,NaN,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
territorial,57.1,42.9,NaN,15,76-90,57.7,42.3,NaN,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
territorial,57.1,42.9,NaN,45,0-45,49.6,50.4,NaN,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
territorial,57.1,42.9,NaN,45,46-90,65.6,34.4,NaN,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
territorialThird,22.4,33.9,43.7,5,0-5,25.4,25.4,49.2,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
territorialThird,22.4,33.9,43.7,5,6-10,21.8,47.3,30.9,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
territorialThird,22.4,33.9,43.7,5,11-15,46.8,17.0,36.2,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
territorialThird,22.4,33.9,43.7,5,16-20,33.3,35.9,30.8,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
territorialThird,22.4,33.9,43.7,5,21-25,17.9,35.7,46.4,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
territorialThird,22.4,33.9,43.7,5,26-30,41.0,23.1,35.9,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
territorialThird,22.4,33.9,43.7,5,31-35,30.6,22.2,47.2,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
territorialThird,22.4,33.9,43.7,5,36-40,23.1,33.8,43.1,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
territorialThird,22.4,33.9,43.7,5,41-45,18.6,27.1,54.3,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
territorialThird,22.4,33.9,43.7,5,46-50,24.4,33.3,42.3,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
territorialThird,22.4,33.9,43.7,5,51-55,3.1,20.0,76.9,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
territorialThird,22.4,33.9,43.7,5,56-60,0.0,62.5,37.5,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
territorialThird,22.4,33.9,43.7,5,61-65,9.8,39.0,51.2,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
territorialThird,22.4,33.9,43.7,5,66-70,25.6,35.9,38.5,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
territorialThird,22.4,33.9,43.7,5,71-75,19.2,46.2,34.6,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
territorialThird,22.4,33.9,43.7,5,76-80,18.4,53.1,28.5,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
territorialThird,22.4,33.9,43.7,5,81-85,42.9,28.6,28.5,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
territorialThird,22.4,33.9,43.7,5,86-90,21.7,30.0,48.3,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
territorialThird,22.4,33.9,43.7,15,0-15,30.3,30.3,39.4,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
territorialThird,22.4,33.9,43.7,15,16-30,29.1,32.1,38.8,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
territorialThird,22.4,33.9,43.7,15,31-45,22.8,28.7,48.5,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
territorialThird,22.4,33.9,43.7,15,46-60,8.7,35.3,56.0,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
territorialThird,22.4,33.9,43.7,15,61-75,18.2,40.9,40.9,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
territorialThird,22.4,33.9,43.7,15,76-90,24.8,38.0,37.2,Esbjerg vs Lyngby,bu0ez9a5mhcxh9c23fny7d7h0,1_Division,DNK,2025-07-20,Esbjerg,Lyngby
